term,normalized_term,semantic_hint,source_domain,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes,source_id,acronym,acronym_expansion
derivative,derivative,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
derivatives clearing organization,derivatives clearing organization,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,MEDIUM,,,,
designated contract market,designated contract market,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
designated self-regulatory organization,designated self-regulatory organization,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,MEDIUM,,,,
digital option,digital option,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
direct deposit,direct deposit,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
direct deposit,direct deposit,PROCESS_EVENT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
direct tax,direct tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
directional trading,directional trading,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
disclosure document,disclosure document,DOCUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
discount points,discount points,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
diversification,diversification,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
dividend,dividend,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,,
dividends,dividends,FINANCIAL_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
dollar cost averaging,dollar cost averaging,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
double hedging,double hedging,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
down payment,down payment,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
DTI,dti,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,DTI,debt-to-income ratio
dual trading,dual trading,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
early withdrawal,early withdrawal,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
earned income,earned income,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
earned income,earned income,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
Earned Income Credit,earned income credit,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
earned income tax credit,earned income tax credit,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
earnings per share,earnings per share,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
earnings per share,earnings per share,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
ECOA,ecoa,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,ECOA,Equal Credit Opportunity Act
EDGAR,edgar,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,,
EFTA,efta,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,EFTA,Electronic Fund Transfer Act
electronic filing (e-file),electronic filing (e-file),PROCESS_EVENT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
electronic filing (efile),electronic filing (efile),PROCESS_EVENT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,False,True,electronic filing (e-file),LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
Electronic Fund Transfer Act,electronic fund transfer act,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,EFTA,Electronic Fund Transfer Act
electronic funds transfer,electronic funds transfer,PROCESS_EVENT,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
Electronic Return Originator,electronic return originator,ROLE,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
emergency fund,emergency fund,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
employee benefit plan account,employee benefit plan account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
Employee Retirement Income Security Act,employee retirement income security act,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,ERISA,Employee Retirement Income Security Act
employee stock ownership plan,employee stock ownership plan,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,ESOP,employee stock ownership plan
employment tax,employment tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
Equal Credit Opportunity Act,equal credit opportunity act,REGULATORY_TERM,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
Equal Credit Opportunity Act,equal credit opportunity act,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,ECOA,Equal Credit Opportunity Act
equipment,equipment,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
equity,equity,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
equity,equity,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
ERISA,erisa,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,ERISA,Employee Retirement Income Security Act
escrow,escrow,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
ESOP,esop,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,ESOP,employee stock ownership plan
estate tax,estate tax,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
estimated tax,estimated tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
ETF,etf,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,ETF,exchange-traded fund
event contract,event contract,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
exchange,exchange,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
exchange rate,exchange rate,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
exchange traded fund,exchange traded fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,False,True,exchange-traded fund,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
exchange traded note,exchange traded note,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,False,True,exchange-traded note,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
exchange-traded fund,exchange-traded fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
exchange-traded note,exchange-traded note,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
excise tax,excise tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
exemption,exemption,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
exercise,exercise,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
exhibit,exhibit,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,,
expense ratio,expense ratio,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
expenses,expenses,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
expiration date,expiration date,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
Fair Credit Reporting Act,fair credit reporting act,REGULATORY_TERM,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
Fair Credit Reporting Act,fair credit reporting act,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,FCRA,Fair Credit Reporting Act
fair market value,fair market value,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
fair-market value,fair-market value,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,False,True,fair market value,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
FBO,fbo,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FBO,Foreign Banking Organization
FCM,fcm,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,FCM,futures commission merchant
FCRA,fcra,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FCRA,Fair Credit Reporting Act
FDIC,fdic,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FDIC,Federal Deposit Insurance Corporation
FDIC-insured institution,fdic-insured institution,REGULATORY_TERM,FINANCE,FDIC BankFind Glossary & Variable Definitions,https://banks.data.fdic.gov/bankfind-suite/help?helpTopic=glossary-and-variable-definitions,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,LOW,,,,
Federal Deposit Insurance Corporation,federal deposit insurance corporation,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,FDIC,Federal Deposit Insurance Corporation
Federal Financial Institutions Examination Council,federal financial institutions examination council,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,FFIEC,Federal Financial Institutions Examination Council
Federal Housing Finance Agency,federal housing finance agency,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,FHFA,Federal Housing Finance Agency
federal income tax,federal income tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
federal income tax withholding,federal income tax withholding,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
Federal Insurance Contributions Act,federal insurance contributions act,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,FICA,Federal Insurance Contributions Act
federal unemployment tax,federal unemployment tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
Federal Unemployment Tax Act,federal unemployment tax act,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,FUTA,Federal Unemployment Tax Act
Federal Unemployment Tax Act tax,federal unemployment tax act tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
fee,fee,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
FFIEC,ffiec,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FFIEC,Federal Financial Institutions Examination Council
FHA loan,fha loan,FINANCIAL_INSTRUMENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
FHC,fhc,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FHC,Financial Holding Company
FHFA,fhfa,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FHFA,Federal Housing Finance Agency
FICA,fica,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,,,FICA,Federal Insurance Contributions Act
filing,filing,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
filing,filing,PROCESS_EVENT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
filing status,filing status,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
finance charge,finance charge,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
Financial Holding Company,financial holding company,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,FHC,Financial Holding Company
Financial Market Utility,financial market utility,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,FMU,Financial Market Utility
financial professional,financial professional,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
financial reporting,financial reporting,PROCESS_EVENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
financial statements,financial statements,DOCUMENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
financing activities,financing activities,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
financing sources,financing sources,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
fixed annuity,fixed annuity,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
fixed expense,fixed expense,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
fixed income security,fixed income security,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
fixed rate mortgage,fixed rate mortgage,FINANCIAL_INSTRUMENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,False,True,fixed-rate mortgage,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
fixed-rate mortgage,fixed-rate mortgage,FINANCIAL_INSTRUMENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
flat tax,flat tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
